Question,Answer,Chapter
"Complete the quotation: ""Lift ye up a banner upon the _____ mountain"""," high, Isaiah 13:2",13
"According to Isaiah 13:2, what were the people told to exalt?"," The voice unto them, Isaiah 13:2",13
"According to Isaiah 13:2, what were the people commanded to shake?"," The hand, Isaiah 13:2",13
"According to Isaiah 13:2, into whose gates were they to go?"," The gates of the nobles, Isaiah 13:2",13
"According to Isaiah 13:3, whom had the Lord commanded?"," My sanctified ones, Isaiah 13:3",13
"According to Isaiah 13:3, whom had the Lord called for His anger?"," My mighty ones, Isaiah 13:3",13
"Complete the quotation: ""Even them that rejoice in my _____"""," highness, Isaiah 13:3",13
"According to Isaiah 13:4, where was there a noise of a multitude?"," In the mountains, Isaiah 13:4",13
"According to Isaiah 13:4, the noise of the kingdoms was like what kind of people?"," A great people, Isaiah 13:4",13
"According to Isaiah 13:4, who mustereth the host of the battle?"," The LORD of hosts, Isaiah 13:4",13
"According to Isaiah 13:5, from where did they come?"," From a far country, Isaiah 13:5",13
"According to Isaiah 13:5, from what location did they come?"," From the end of heaven, Isaiah 13:5",13
"According to Isaiah 13:5, what came with the LORD?"," The weapons of his indignation, Isaiah 13:5",13
"According to Isaiah 13:5, what was to be destroyed?"," The whole land, Isaiah 13:5",13
"Complete the quotation: ""Howl ye, for the day of the LORD is _____"""," at hand, Isaiah 13:6",13
"According to Isaiah 13:6, as what shall the day of the LORD come?"," As a destruction from the Almighty, Isaiah 13:6",13
"According to Isaiah 13:7, what shall be faint?"," All hands, Isaiah 13:7",13
"According to Isaiah 13:7, what shall melt?"," Every man's heart, Isaiah 13:7",13
"According to Isaiah 13:8, with what shall they be afraid?"," Pangs and sorrows, Isaiah 13:8",13
"According to Isaiah 13:8, to whom are they compared in their pain?"," A woman that travaileth, Isaiah 13:8",13
"According to Isaiah 13:8, how shall they look one toward another?"," They shall be amazed one at another, Isaiah 13:8",13
"According to Isaiah 13:8, what shall their faces be as?"," As flames, Isaiah 13:8",13
"According to Isaiah 13:9, how is the day of the LORD described?"," Cruel both with wrath and fierce anger, Isaiah 13:9",13
"According to Isaiah 13:9, what will the day of the LORD make?"," The land desolate, Isaiah 13:9",13
"According to Isaiah 13:9, whom shall He destroy out of it?"," The sinners thereof, Isaiah 13:9",13
"According to Isaiah 13, what would happen to the sun?", It would be darkened - Isaiah 13:10,13
"According to Isaiah 13:10, what shall not give their light?"," The stars of heaven and the constellations thereof, Isaiah 13:10",13
"According to Isaiah 13:10, what shall be darkened in his going forth?"," The sun, Isaiah 13:10",13
"According to Isaiah 13:10, what shall not cause her light to shine?"," The moon, Isaiah 13:10",13
"According to Isaiah 13:11, for what will the LORD punish the world?"," Their evil, Isaiah 13:11",13
"According to Isaiah 13:11, for what will the LORD punish the wicked?"," Their iniquity, Isaiah 13:11",13
"According to Isaiah 13:11, whose arrogancy will the LORD cause to cease?"," The proud, Isaiah 13:11",13
"Complete the quotation: ""I will lay low the haughtiness of the _____"""," terrible, Isaiah 13:11",13
"According to Isaiah 13:12, what will the LORD make more precious than fine gold?"," A man, Isaiah 13:12",13
"According to Isaiah 13:12, a man shall be more precious than what gold?"," The golden wedge of Ophir, Isaiah 13:12",13
"According to Isaiah 13:13, what will the LORD shake?"," The heavens, Isaiah 13:13",13
"According to Isaiah 13:13, what shall remove out of her place?"," The earth, Isaiah 13:13",13
"According to Isaiah 13:13, in what shall this occur?"," In the wrath of the LORD of hosts, and in the day of his fierce anger, Isaiah 13:13",13
"According to Isaiah 13:14, like what shall the people be?"," A chased roe, Isaiah 13:14",13
"According to Isaiah 13:14, like what else shall they be?"," A sheep that no man taketh up, Isaiah 13:14",13
"According to Isaiah 13:14, where shall every man turn?"," To his own people, Isaiah 13:14",13
"According to Isaiah 13:14, where shall every one flee?"," Into his own land, Isaiah 13:14",13
"According to Isaiah 13:15, what shall happen to every one that is found?"," They shall be thrust through, Isaiah 13:15",13
"According to Isaiah 13:15, what shall happen to every one that is joined unto them?"," They shall fall by the sword, Isaiah 13:15",13
"In Isaiah chapter 13, who did God say shall be dashed to pieces before their (Babylonian's) eyes?", Their children - Isaiah 13:16,13
"According to Isaiah 13:16, what shall be dashed to pieces before their eyes?"," Their children, Isaiah 13:16",13
"According to Isaiah 13:16, what shall be spoiled?"," Their houses, Isaiah 13:16",13
"According to Isaiah 13:16, what shall happen to their wives?"," They shall be ravished, Isaiah 13:16",13
Who did Isaiah say would not delight in gold?, the Medes - Isaiah 13:17,13
Who did Isaiah say the Lord would stir up against the Babylonians?, The Medes Isaiah 13:17,13
"According to Isaiah 13:17, whom would the LORD stir up against them?"," The Medes, Isaiah 13:17",13
"According to Isaiah 13:17, what would the Medes not regard?"," Silver, Isaiah 13:17",13
"According to Isaiah 13:17, in what would the Medes not delight?"," Gold, Isaiah 13:17",13
What did Isaiah say the bows of the Medes would do?, Dash the young men (of Babylon) to pieces - Isaiah 13:18,13
"According to Isaiah 13:18, what shall dash the young men to pieces?"," Their bows, Isaiah 13:18",13
"According to Isaiah 13:18, on whom shall they have no pity?"," The fruit of the womb, Isaiah 13:18",13
"According to Isaiah 13:18, on whom shall their eye not spare?"," Children, Isaiah 13:18",13
"To what did Isaiah compare Babylon, the beauty of the Chaldee's excellency?", As when God overthrew Sodom and Gomorrah - Isaiah 13:19,13
"According to Isaiah 13:19, what city is called ""the glory of kingdoms""?"," Babylon, Isaiah 13:19",13
"According to Isaiah 13:19, whose excellency is Babylon called?"," The Chaldees' excellency, Isaiah 13:19",13
"According to Isaiah 13:19, Babylon shall be as what two cities when God overthrew them?"," Sodom and Gomorrah, Isaiah 13:19",13
"According to Isaiah 13:20, how long shall Babylon be inhabited?"," It shall never be inhabited, Isaiah 13:20",13
"According to Isaiah 13:20, who shall not pitch tent there?"," The Arabian, Isaiah 13:20",13
"According to Isaiah 13:20, who shall not make their fold there?"," Shepherds, Isaiah 13:20",13
"According to Isaiah 13:21, what shall lie there?"," Wild beasts of the desert, Isaiah 13:21",13
"According to Isaiah 13:21, what shall fill their houses?"," Doleful creatures, Isaiah 13:21",13
"According to Isaiah 13:21, what birds shall dwell there?"," Owls, Isaiah 13:21",13
"According to Isaiah 13:21, what shall dance there?"," Satyrs, Isaiah 13:21",13
"According to Isaiah 13:22, what shall cry in their desolate houses?"," The wild beasts of the islands, Isaiah 13:22",13
"According to Isaiah 13:22, what shall cry in their pleasant palaces?"," Dragons, Isaiah 13:22",13
"Complete the quotation: ""And her time is near to come, and her days shall not be _____"""," prolonged, Isaiah 13:22",13
"According to Isaiah 14:1, whom will the LORD yet choose?"," Israel, Isaiah 14:1",14
"According to Isaiah 14:1, upon whom will the LORD yet set them?"," Their own land, Isaiah 14:1",14
"Complete the quotation from Isaiah 14:1: ""and the strangers shall be _____ with them"""," joined, Isaiah 14:1",14
"According to Isaiah 14:1, to whose house shall the strangers cleave?"," The house of Jacob, Isaiah 14:1",14
"According to Isaiah 14:2, who shall take them and bring them to their place?"," The people, Isaiah 14:2",14
"According to Isaiah 14:2, whom shall the house of Israel possess in the land of the LORD?"," Them for servants and handmaids, Isaiah 14:2",14
"According to Isaiah 14:2, over whom shall Israel rule?"," Their oppressors, Isaiah 14:2",14
"According to Isaiah 14:3, from what shall the LORD give thee rest?"," Thy sorrow, thy fear, and the hard bondage wherein thou wast made to serve, Isaiah 14:3",14
"Isaiah said, how hath the opressor ceased. Who was he to take up the proverb against?", the king of Babylon - Isaiah 14:4,14
"According to Isaiah 14:4, against whom shalt thou take up this proverb?"," The king of Babylon, Isaiah 14:4",14
"Complete the quotation: ""How hath the _____ ceased!"""," oppressor, Isaiah 14:4",14
"Complete the quotation: ""the _____ city ceased!"""," golden, Isaiah 14:4",14
"According to Isaiah 14:5, what hath the LORD broken?"," The staff of the wicked, and the sceptre of the rulers, Isaiah 14:5",14
"According to Isaiah 14:6, with what did he smite the people?"," In wrath with a continual stroke, Isaiah 14:6",14
"According to Isaiah 14:6, how did he rule the nations?"," In anger, Isaiah 14:6",14
"According to Isaiah 14:6, what is said of the one who persecuted?"," None hindereth, Isaiah 14:6",14
"According to Isaiah 14:7, what is at rest and quiet?"," The whole earth, Isaiah 14:7",14
"According to Isaiah 14:7, what do they break forth into?"," Singing, Isaiah 14:7",14
"According to Isaiah 14:8, what trees rejoice at thee?"," The fir trees and the cedars of Lebanon, Isaiah 14:8",14
"According to Isaiah 14:8, what do the cedars of Lebanon say no feller has come up against?"," Us, Isaiah 14:8",14
"According to Isaiah 14:9, what is moved for thee to meet thee at thy coming?"," Hell from beneath, Isaiah 14:9",14
"According to Isaiah 14:9, whom does hell stir up from the dead?"," All the chief ones of the earth, Isaiah 14:9",14
"According to Isaiah 14:9, who are brought up from their thrones?"," All the kings of the nations, Isaiah 14:9",14
"According to Isaiah 14:10, what shall they all speak and say unto thee?"," ""Art thou also become weak as we? art thou become like unto us?"", Isaiah 14:10",14
"According to Isaiah 14:11, what is brought down to the grave?"," Thy pomp and the noise of thy viols, Isaiah 14:11",14
"According to Isaiah 14:11, what is spread under thee?"," The worm, Isaiah 14:11",14
"According to Isaiah 14:11, what cover thee?"," The worms, Isaiah 14:11",14
"According to Isaiah, where was Lucifer fallen from?", Heaven - Isaiah 14:12,14
How did Isaiah describe Lucifer as?, son of the morning - Isaiah 14:12,14
What did Isaiah accuse Lucifer of doing?, Weaken the nations - Isaiah 14:12,14
"Complete the quotation from Isaiah 14:12: ""How art thou fallen from heaven, O _____, son of the morning!"""," Lucifer, Isaiah 14:12",14
"According to Isaiah 14:12, what had Lucifer weakened?"," The nations, Isaiah 14:12",14
"According to Isaiah 14:13, where had he said in his heart he would ascend?"," Into heaven, Isaiah 14:13",14
"According to Isaiah 14:13, above what would he exalt his throne?"," The stars of God, Isaiah 14:13",14
"According to Isaiah 14:13, upon what mount would he sit?"," The mount of the congregation, Isaiah 14:13",14
"According to Isaiah 14:13, in what sides would he sit upon the mount of the congregation?"," The sides of the north, Isaiah 14:13",14
What did Lucifer say he would ascend above?, the heights of the clouds - Isaiah 14:14,14
"According to Isaiah, what did Lucifer say he would be like?", the Most High - Isaiah 14:14,14
"According to Isaiah 14:14, above what would he ascend?"," The heights of the clouds, Isaiah 14:14",14
"Complete the quotation: ""I will be like the _____"""," most High, Isaiah 14:14",14
"Finish the verse, Yet thou shalt be brought down to hell", to the sides of the pit - Isaiah 14:15,14
"According to Isaiah 14:15, where shalt thou be brought down?"," To hell, to the sides of the pit, Isaiah 14:15",14
"They that see thee shall narrowly look upon thee, and consider thee, saying, Is this the man that made the earth to____, that did shake _____"," tremble, kingdoms  - Isaiah 14:16",14
"According to Isaiah 14:16, what will they narrowly look upon?"," Thee, Isaiah 14:16",14
"According to Isaiah 14:16, what question will they ask concerning him?"," ""Is this the man that made the earth to tremble, that did shake kingdoms?"", Isaiah 14:16",14
"According to Isaiah 14:17, what did he make like the wilderness?"," The world, Isaiah 14:17",14
"According to Isaiah 14:17, what did he destroy?"," The cities thereof, Isaiah 14:17",14
"According to Isaiah 14:17, whom did he not open the house of?"," His prisoners, Isaiah 14:17",14
"According to Isaiah 14:18, where do all the kings of the nations lie?"," In glory, every one in his own house, Isaiah 14:18",14
"According to Isaiah 14:19, what kind of branch art thou cast out of thy grave like?"," An abominable branch, Isaiah 14:19",14
"According to Isaiah 14:19, through what are those that go down to the stones of the pit thrust?"," A sword, Isaiah 14:19",14
"According to Isaiah 14:19, to what is he compared at the end of the verse?"," A carcase trodden under feet, Isaiah 14:19",14
"According to Isaiah 14:20, what had he destroyed?"," His land, Isaiah 14:20",14
"According to Isaiah 14:20, whom had he slain?"," His people, Isaiah 14:20",14
"According to Isaiah 14:20, whose seed shall never be renowned?"," The seed of evildoers, Isaiah 14:20",14
"According to Isaiah 14:21, for whose iniquity should slaughter be prepared for his children?"," The iniquity of their fathers, Isaiah 14:21",14
"According to Isaiah 14:21, what were they not to fill with cities?"," The face of the world, Isaiah 14:21",14
"FIB 2 blanks, ""For I will rise up against them, saith the Lord of hosts, and cut off from Babylon the ____, and _____, and son, and nephew, saith the Lord"," name, remnant  - Isaiah 14:22",14
"FIB 2 blanks, ""For I will rise up against them, saith the Lord of hosts, and cut off from Babylon the name, and remnant, and ____, and ____, saith the Lord"," son, nephew  - Isaiah 14:22",14
"According to Isaiah 14:22, what would the LORD cut off from Babylon?"," The name, and remnant, and son, and nephew, Isaiah 14:22",14
"According to Isaiah 14:23, what possession would Babylon become?"," The possession of the bittern, Isaiah 14:23",14
"According to Isaiah 14:23, with what would the LORD sweep Babylon?"," The besom of destruction, Isaiah 14:23",14
"According to Isaiah 14:24, who hath sworn?"," The LORD of hosts, Isaiah 14:24",14
"Complete the quotation from Isaiah 14:24: ""Surely as I have _____, so shall it come to pass"""," thought, Isaiah 14:24",14
"According to Isaiah 14:25, where would the LORD break the Assyrian?"," In my land, Isaiah 14:25",14
"According to Isaiah 14:25, where would the LORD tread him under foot?"," Upon my mountains, Isaiah 14:25",14
"According to Isaiah 14:26, upon whom is the hand stretched out?"," Upon all the nations, Isaiah 14:26",14
"According to Isaiah 14:27, whose hand is stretched out?"," The LORD of hosts', Isaiah 14:27",14
"According to Isaiah 14:28, in what year was this burden?"," The year that king Ahaz died, Isaiah 14:28",14
"According to Isaiah 14:32, what shall one then answer the messengers of the nation?"," That the LORD hath founded Zion, and the poor of his people shall trust in it, Isaiah 14:32",14
Bonus Question: For 5 points each list any 3 of ? Things that Lucifer said in his heart," I will ascend into heaven, I will exalt my throne above the stars of God, I  will sit also upon the mount of the congregation in the sides of the north, I will ascend above the hights of the clouds, I will be like the most High - Isaiah 14:13-14",14
Whose burden did Isaiah declare in chapter 13 of his prophecy?, Moab - Isaiah 15:1,15
"According to Isaiah 15:1, what is the subject of the burden in this chapter?"," Moab, Isaiah 15:1",15
"According to Isaiah 15:1, what city of Moab was laid waste and brought to silence in the night?"," Ar of Moab, Isaiah 15:1",15
"Complete the quotation: “Because in the night _____ of Moab is laid waste, and brought to silence”"," Ar, Isaiah 15:1",15
"According to Isaiah 15:1, what other city was laid waste and brought to silence in the night?"," Kir of Moab, Isaiah 15:1",15
Verse identification: In what verse is Ar of Moab and Kir of Moab said to be laid waste and brought to silence in the night?," Isaiah 15:1, Isaiah 15:1",15
In Isaiah chapter 13 what were Bajith and Dibon described as?, high places - Isaiah 15:2,15
Isaiah 15 said that Moab would do this over Nebo and Medeba, howl - Isaiah 15:2,15
"According to Isaiah 15:2, to what places did he go up to weep?"," Bajith and Dibon, Isaiah 15:2",15
"According to Isaiah 15:2, over which three places shall Moab howl?"," Nebo, Medeba, and Dibon, Isaiah 15:2",15
Complete the quotation: “On all their heads shall be _____”," baldness, Isaiah 15:2",15
Complete the quotation: “And every beard _____”," cut off, Isaiah 15:2",15
"According to Isaiah 15:2, whose heads would have baldness and whose beards would be cut off?"," Moab’s people, Isaiah 15:2",15
"According to Isaiah 15:2, on all their heads shall be what?"," Baldness, Isaiah 15:2",15
"According to Isaiah 15:3, what would they gird on in their streets?"," Sackcloth, Isaiah 15:3",15
"According to Isaiah 15:3, where besides the streets would they lament?"," On the tops of their houses, Isaiah 15:3",15
"Complete the quotation: “Every one shall _____, weeping abundantly”"," howl, Isaiah 15:3",15
"According to Isaiah 15:3, what would everyone be doing while howling?"," Weeping abundantly, Isaiah 15:3",15
"According to Isaiah 15:3, what would be girded upon them in the streets?"," Sackcloth, Isaiah 15:3",15
"According to Isaiah 15:4, what two cities shall cry out?"," Heshbon and Elealeh, Isaiah 15:4",15
"According to Isaiah 15:4, as far as what city shall their voice be heard?"," Jahaz, Isaiah 15:4",15
"According to Isaiah 15:4, who shall cry out because of this?"," The armed soldiers of Moab, Isaiah 15:4",15
Complete the quotation: “His life shall be _____ unto him”," grievous, Isaiah 15:4",15
"Pronoun identification: According to Isaiah 15:4, whose life shall be grievous unto him?"," The armed soldier of Moab, Isaiah 15:4",15
"According to Isaiah 15:4, as far as what city would the voice of Heshbon and Elealeh be heard?"," Jahaz, Isaiah 15:4",15
"According to Isaiah 15:5, for whom would the speaker’s heart cry out?"," Moab, Isaiah 15:5",15
"According to Isaiah 15:5, how far would Moab’s fugitives flee?"," Unto Zoar, Isaiah 15:5",15
"According to Isaiah 15:5, what description is given of Zoar?"," An heifer of three years old, Isaiah 15:5",15
"According to Isaiah 15:5, by what ascent would they go up with weeping?"," The ascent of Luhith, Isaiah 15:5",15
"According to Isaiah 15:5, in what way would they go up the ascent of Luhith?"," With weeping, Isaiah 15:5",15
"According to Isaiah 15:5, on what road would they raise up a cry of destruction?"," The way of Horonaim, Isaiah 15:5",15
Complete the quotation: “In the way of Horonaim they shall raise up a _____ of destruction”," cry, Isaiah 15:5",15
"List question: According to Isaiah 15:5, name the three locations associated with Moab’s fleeing and lamentation."," Zoar, Luhith, and Horonaim, Isaiah 15:5",15
"According to Isaiah 15:6, what condition would the waters of Nimrim be in?"," Desolate, Isaiah 15:6",15
"According to Isaiah 15:6, what would happen to the hay?"," It is withered away, Isaiah 15:6",15
"According to Isaiah 15:6, what would happen to the grass?"," It faileth, Isaiah 15:6",15
Complete the quotation: “There is no _____ thing”," green, Isaiah 15:6",15
"According to Isaiah 15:6, what kind of thing would no longer be found?"," A green thing, Isaiah 15:6",15
"According to Isaiah 15:7, what two things would they carry away?"," Their abundance and that which they have laid up, Isaiah 15:7",15
"According to Isaiah 15:7, unto what brook would they carry their possessions?"," The brook of the willows, Isaiah 15:7",15
Verse identification: In what verse is the brook of the willows mentioned?," Isaiah 15:7, Isaiah 15:7",15
What did Isaiah describe Eglaim and Beerelim as doing?, Howling - Isaiah 15:8,15
"According to Isaiah 15:8, what had gone round about the borders of Moab?"," The cry, Isaiah 15:8",15
"According to Isaiah 15:8, as far as what place would the howling thereof reach?"," Eglaim, Isaiah 15:8",15
"According to Isaiah 15:8, what second location is named as hearing the howling?"," Beer-elim, Isaiah 15:8",15
"Complete the quotation: “The howling thereof unto _____, and the howling thereof unto Beer-elim”"," Eglaim, Isaiah 15:8",15
"According to Isaiah 15:9, with what would the waters of Dimon be full?"," Blood, Isaiah 15:9",15
"According to Isaiah 15:9, what would the Lord bring upon Dimon?"," More, Isaiah 15:9",15
"According to Isaiah 15:9, what would come upon him that escapeth of Moab?"," A lion, Isaiah 15:9",15
"According to Isaiah 15:9, upon whom besides the escapees would the lion come?"," The remnant of the land, Isaiah 15:9",15
Complete the quotation: “For the waters of Dimon shall be full of _____”," blood, Isaiah 15:9",15
"According to Isaiah 15:9, who said, “I will bring more upon Dimon”?"," The LORD, Isaiah 15:9",15
"According to Isaiah 15, what city’s waters would be full of blood?"," Dimon, Isaiah 15:9",15
"List question: According to Isaiah 15, name four locations over which Moab shall howl or cry out."," Any four of Nebo, Medeba, Dibon, Heshbon, Elealeh, Jahaz, Eglaim, Beer-elim, Isaiah 15:2, 4, 8",15
Who did Isaiah say to send a lamb to?, the ruler of the land (from Sela to the wilderness) - Isaiah 16:1,16
"According to Isaiah 16:1, what were they commanded to send unto the ruler of the land?"," the lamb, Isaiah 16:1",16
"According to Isaiah 16:1, from where were they to send the lamb?"," from Sela to the wilderness, Isaiah 16:1",16
"According to Isaiah 16:1, to what mount was the lamb to be sent?"," the mount of the daughter of Zion, Isaiah 16:1",16
Isaiah said that as a wandering bird cast out of the nest so would these people be at the fords of Amnon, the daughters of Moab - Isaiah 16:2,16
"Complete the quotation from Isaiah 16:2: ""For it shall be, that, as a wandering bird cast out of the nest, so the daughters of _____ shall be"""," Moab, Isaiah 16:2",16
"According to Isaiah 16:2, where shall the daughters of Moab be?"," at the fords of Arnon, Isaiah 16:2",16
"According to Isaiah 16:3, what counsel is requested?"," Take counsel, Isaiah 16:3",16
"According to Isaiah 16:3, what is to be executed?"," judgment, Isaiah 16:3",16
"Complete the quotation: ""Make thy shadow as the _____ in the midst of the noonday"""," night, Isaiah 16:3",16
"According to Isaiah 16:3, whom were they told to hide?"," the outcasts, Isaiah 16:3",16
"According to Isaiah 16:3, whom were they instructed not to betray?"," him that wandereth, Isaiah 16:3",16
"According to Isaiah 16:3, complete the quotation: ""bewray not him that _____"""," wandereth, Isaiah 16:3",16
"According to Isaiah 16:4, who was invited to dwell with thee?"," Mine outcasts, Isaiah 16:4",16
"According to Isaiah 16:4, from whom was Moab to be a covert?"," from the face of the spoiler, Isaiah 16:4",16
"Complete the quotation from Isaiah 16:4: ""for the extortioner is at an end, the spoiler ceaseth, the oppressors are consumed out of the _____"""," land, Isaiah 16:4",16
"According to Isaiah 16:4, complete the quotation: ""Let mine outcasts dwell with thee, _____"""," Moab, Isaiah 16:4",16
"According to Isaiah 16:5, in what shall the throne be established?"," mercy, Isaiah 16:5",16
"According to Isaiah 16:5, where shall he sit upon the throne?"," in the tabernacle of David, Isaiah 16:5",16
"According to Isaiah 16:5, what three actions describe the one sitting upon the throne?"," judging, seeking judgment, and hasting righteousness, Isaiah 16:5",16
"According to Isaiah 16:5, who is the antecedent of the pronoun ""he"" in the phrase ""and he shall sit upon it""?"," the one whose throne is established in mercy, Isaiah 16:5",16
"FIB 3 blanks, We have heard of the ____ of Moab, he is very _____, even of his haughtiness, and his ____, and his wrath"," pride, proud, pride - Isaiah 16:6",16
"FIB 2 blanks, We have heard of the pride of Moab, he is very proud, even of his _____, and his pride, and his _____"," haughtiness, wrath - Isaiah 16:6",16
"According to Isaiah 16:6, what have we heard of Moab?"," that he is very proud, Isaiah 16:6",16
"According to Isaiah 16:6, name two specific traits of Moab mentioned in the verse."," pride and wrath, Isaiah 16:6",16
"Complete the quotation: ""but his lies shall not be _____"""," so, Isaiah 16:6",16
"According to Isaiah 16:6, list four characteristics attributed to Moab."," pride, arrogancy, pride, and wrath, Isaiah 16:6",16
"According to Isaiah 16:7, who shall howl for Moab?"," Moab, Isaiah 16:7",16
"According to Isaiah 16:7, for what shall they mourn?"," the foundations of Kirhareseth, Isaiah 16:7",16
"According to Isaiah 16:7, how shall they mourn for the foundations of Kirhareseth?"," surely they are stricken, Isaiah 16:7",16
"According to Isaiah 16:7, for whom shall everyone howl?"," for Moab, Isaiah 16:7",16
"According to Isaiah 16:8, what fields languish?"," the fields of Heshbon, Isaiah 16:8",16
"According to Isaiah 16:8, what plant of Sibmah is mentioned?"," the vine of Sibmah, Isaiah 16:8",16
"According to Isaiah 16:8, what had the lords of the heathen broken down?"," the principal plants thereof, Isaiah 16:8",16
"According to Isaiah 16:8, unto what two locations had the branches of the vine reached?"," Jazer and the wilderness, Isaiah 16:8",16
"According to Isaiah 16:8, over what had the branches spread themselves?"," the sea, Isaiah 16:8",16
"According to Isaiah 16:8, what had gone over the sea?"," her branches, Isaiah 16:8",16
"According to Isaiah 16:8, what had wandered through the wilderness?"," the branches of the vine, Isaiah 16:8",16
"According to Isaiah 16:9, with whose weeping would the speaker bewail the vine of Sibmah?"," the weeping of Jazer, Isaiah 16:9",16
"According to Isaiah 16:9, what two places would be watered with tears?"," Heshbon and Elealeh, Isaiah 16:9",16
"According to Isaiah 16:9, upon what had the shouting fallen?"," thy summer fruits and upon thy harvest, Isaiah 16:9",16
"According to Isaiah 16:9, what had fallen upon the summer fruits and harvest?"," the shouting, Isaiah 16:9",16
"According to Isaiah 16:10, what is taken away from the plentiful field?"," gladness, Isaiah 16:10",16
"According to Isaiah 16:10, what is taken away from the plentiful field and the fruitful field?"," joy, Isaiah 16:10",16
"According to Isaiah 16:10, what shall not be sung in the vineyards?"," songs, Isaiah 16:10",16
"According to Isaiah 16:10, what shall not be heard in the vineyards?"," shouting, Isaiah 16:10",16
"According to Isaiah 16:10, what will the treaders not tread out in their presses?"," wine, Isaiah 16:10",16
"Complete the quotation from Isaiah 16:10: ""I have made their vintage _____"""," shouting to cease, Isaiah 16:10",16
"According to Isaiah 16:11, what shall sound like a harp for Moab?"," my bowels, Isaiah 16:11",16
"According to Isaiah 16:11, for whom shall the inward parts sound like a harp?"," Kirharesh, Isaiah 16:11",16
"According to Isaiah 16:12, where shall Moab appear to be weary?"," on the high place, Isaiah 16:12",16
"According to Isaiah 16:12, where shall Moab come to pray?"," to his sanctuary, Isaiah 16:12",16
"According to Isaiah 16:12, what shall Moab not be able to do?"," prevail, Isaiah 16:12",16
"According to Isaiah 16:13, concerning whom had the LORD spoken this word since that time?"," Moab, Isaiah 16:13",16
Isaiah said that within this many years the glory of Moab would be contemned, three - Isaiah 16:14,16
"Isaiah said that within 3 years as the years of ""this"" the glory of Moab shall be contemned, what is this?", the yearss of an hierling - Isaiah 16:14,16
"Be specific, Isaiah said that within 3 years the glory of Moab would be contemned, how did he describe the remnant?", very small and feeble - Isaiah 16:14,16
"According to Isaiah 16:14, within how many years would the glory of Moab be contemned?"," within three years, Isaiah 16:14",16
"According to Isaiah 16:14, as what are the three years measured?"," as the years of an hireling, Isaiah 16:14",16
"According to Isaiah 16:14, with what would the glory of Moab be contemned?"," all that great multitude, Isaiah 16:14",16
"Complete the quotation from Isaiah 16:14: ""and the remnant shall be very _____ and feeble"""," small, Isaiah 16:14",16
"According to Isaiah 16:14, how is the remnant described after being very small?"," feeble, Isaiah 16:14",16
"Isaiah said that Damascus was  taken away from being a city, what would it become?", A ruinous heap - Isaiah 17:1,17
"According to Isaiah 17:1, what city is the burden concerning?"," Damascus, Isaiah 17:1",17
"According to Isaiah 17:1, Damascus shall be taken away from being what?"," A city, Isaiah 17:1",17
"Complete the quotation from Isaiah 17:1: ""and it shall be a _____ ruinous heap"""," ruinous, Isaiah 17:1",17
"According to Isaiah 17:2, whose cities are forsaken?"," Aroer, Isaiah 17:2",17
"According to Isaiah 17:2, what animals shall lie down in the forsaken cities?"," Flocks, Isaiah 17:2",17
"According to Isaiah 17:2, who shall make the flocks afraid?"," No one, Isaiah 17:2",17
"FIB 3 blanks, The fortress also shall cease from Ephraim, and the kingdom from _____, and the remnant of _____, they shall be as the glory of the children of _____, saith the Lord of hosts."," Damascus, Syria, Israel - Isaiah 17:3",17
"According to Isaiah 17:3, what shall cease from Ephraim?"," The fortress, Isaiah 17:3",17
"According to Isaiah 17:3, from what place shall the kingdom cease?"," Damascus, Isaiah 17:3",17
"According to Isaiah 17:3, the remnant of Syria shall be as the glory of whom?"," The children of Israel, Isaiah 17:3",17
"According to Isaiah 17:3, who declares the fate of Ephraim and Syria?"," The LORD of hosts, Isaiah 17:3",17
"According to Isaiah 17:3, what two things shall cease according to the verse?"," The fortress from Ephraim and the kingdom from Damascus, Isaiah 17:3",17
"According to Isaiah 17:4, what shall be made thin in that day?"," The glory of Jacob, Isaiah 17:4",17
"According to Isaiah 17:4, what part of Jacob shall wax fat no longer?"," The fatness of his flesh, Isaiah 17:4",17
"According to Isaiah 17:5, what harvest activity is used as an illustration?"," The harvestman gathering the corn, Isaiah 17:5",17
"According to Isaiah 17:5, where shall ears be gathered with the arm?"," In the valley of Rephaim, Isaiah 17:5",17
"According to Isaiah 17:5, what does the harvestman gather?"," The corn, Isaiah 17:5",17
"Complete the quotation from Isaiah 17:6: ""Yet gleaning grapes shall be left in it, as the shaking of an _____ tree"""," olive, Isaiah 17:6",17
"According to Isaiah 17:6, how many berries are left in the top of the uppermost bough?"," Two or three berries, Isaiah 17:6",17
"According to Isaiah 17:6, how many fruitful branches may have berries left in them?"," Four or five, Isaiah 17:6",17
"According to Isaiah 17:6, who speaks at the end of the verse?"," The LORD God of Israel, Isaiah 17:6",17
"According to Isaiah 17:6, list the two locations where berries remain after the shaking of an olive tree."," The top of the uppermost bough and the fruitful branches thereof, Isaiah 17:6",17
"According to Isaiah 17:7, unto whom shall a man look in that day?"," His Maker, Isaiah 17:7",17
"According to Isaiah 17:7, upon whom shall his eyes have respect?"," The Holy One of Israel, Isaiah 17:7",17
"According to Isaiah 17:7, who is identified by the pronoun in the phrase ""his eyes shall have respect""?"," A man, Isaiah 17:7",17
