Question,Answer,Chapter
What did the waters form on either side of the Israelites as  they crossed the Red Sea?, A wall Exodus 14:22,14
During which watch did the LORD look down upon the Egyptian army as they pursued Israel?," The morning watch, Exodus 14:24",14
"In the morning watch, God looked upon what through the pillar of fire and cloud?","the host of the Egyptians, Exodus 14:24",14
"In the morning watch, God looked upon the host of the Egyptians through the pillar of fire and cloud and did what to them?","troubled them, Exodus 14:24",14
"While pursuing the Isrelites the Egyptians said ""Let us flee from the face of Israel"" what reason did they give?", For the Lord fighteth for them against the Egyptians. Ex 14:25,14
"Bonus for 10: FIB: ""And took off their ___ wheels, that they ___ them heavily."," chariot, drave Exodus 14:25",14
The Lord took off the Egyptians chariot wheels. How did it say they drave?,"heavliy, Exodus 14:25",14
"Who said the following: ""Let us flee from the face of Israel, for the Lord fighteth for them agains the Egyptians""","the Egyptians, Exodus 14:25",14
What did the LORD command Moses to do to cause the sea to return to its place?, Stretch out thine hand over the sea Exodus 14:26,14
"In Exodus 14:27, What happened to the sea when Moses stretched forth his hand over it?", The sea returned to his strength Exodus 14:27,14
At what time of day did the sea return to his strength?,"morning, Exodus 14:27",14
What did the Egyptians do when the sea returned its strength?,"fled against it, Exodus 14:27",14
Where did the Lord overthrow the Egyptians?,"the midst of the sea, Exodus 14:27",14
"Bonus for 15: When the water returned, what did it cover?","the chariots, the horsemen, and all the host of Pharaoh, Exodus 14:28",14
"When the waters returned, what did it do to the chariots and horsemen?","covered them, Exodus 14:28",14
Israel saw the Egyptians in what state upon the sea shore?,"dead, Exodus 14:30",14
The Israelites saw the Egyptians dead upon what?,"the sea shore, Exodus 14:30",14
"FIB with one blank: the people feared the Lord, and believed the Lord, and his ___ Moses","servant, Exodus 14:31",14
"FIB, two blanks, I will sing unto the Lord, for he hath triumphed gloriously: the _____ and his _____ hath he thrown into the sea"," horse, rider Ex 15:1",15
What did Miriam have in her hand as she sang to God after crossing the Red  Sea?, a timbrel Ex 15:20,15
"When Miriam took a timbrel in her hand to sing, who followed her?", all the women Ex 15:20,15
Who led the women in singing and dancing?," Miriam (the prophetess, sister of Aaron Exodus) 15:20",15
What instrument did Miriam and the women play as they sang?, Timbrels Exodus 15:20,15
Where did Moses lead Israel after they crossed the Red Sea?, Into the wilderness of Shur Exodus 15:22,15
Moses brought Isarel from what place and went into the wilderness of Shur?,"the Red sea, Exodus 15:22",15
For how many days did the Israelites find no water in the wilderness of Shur?, Three days Exodus 15:22,15
"In the wilderness, the Israelites went three days without finding what?","water, Exodus 15:22",15
What was the name of the place where they found bitter water?, Marah Exodus 15:23,15
Why couldn’t the Israelites drink the water at Marah?, Because it was bitter Exodus 15:23,15
Why was the name of the location in the wilderness called Mara?, Because the water was bitter Ex 15:23,15
What did the people do when they found the water at Marah was bitter?, They murmured against Moses Exodus 15:24,15
At Mara the children of Israel murmured against Moses what did they say?, What shall we drink? Exodus 15:24,15
"At Mara, what did Moses do in response to the people's complaints about water?"," He cried unto the Lord, Exodus 15:25",15
What did the Lord show Moses to make the bitter water sweet?," A tree, Exodus 15:25",15
What happened when Moses cast the tree into the waters?," The waters were made sweet, Exodus 15:25",15
What did Moses do with the tree to make the waters sweet?,"cast it into the waters, Exodus 15:25",15
"Bonus for 20: After making the waters sweet, God told the Israelites that he would put none of the diseases of the Egyptians on them if they diligently hearken to the voice of the Lord and do what other three things?","do what is right in his sight, give ear to his commandments, keep all his statutes Exodus 15:26",15
"In one word, how did God say the Israelites must hearken to the voice of the Lord in Marah?","diligently, Exodus 15:26",15
God promised he would put none of the diseases he had put on the Egyptians on the Israelites because he is the Lord that does what?,"healeth thee, Exodus 15:26",15
Where did the Israelites camp after leaving Marah?, Elim Exodus 15:27,15
How many wells of water were there at Elim?," Twelve, Exodus 15:27",15
How many palm trees were at Elim?," Threescorere and ten, Exodus 15:27",15
What place is described as having twelve wells of water and threescore and ten palm trees?,"Elim, Exodus 15:27",15
What did Elim have twelve of?,"wells of water, Exodus 15:27",15
Exodus 15 says the Israelites encamped in Elim by what?,"the waters, Exodus 15:27",15
Where did the children of Israel journey to after Elim?, The wilderness of Sin (Exodus 16:1),16
The congregation of the children of Israel took their journey from this place to the wilderness of Sin. Name the place.,"Elim, Exodus 16:1",16
Bonus for 10: The wilderness of Sin is between what two places?,"Elim and Sinai, Exodus 16:1",16
The wilderness of Sin is between Elim and which place?,"Sinai, Exodus 16:1",16
On what day of the second month did the Israelites enter the wilderness of Sin?, The fifteenth day (Exodus 16:1),16
The Israelites came unto the wilderness of Sin on the fifteenth day of what month after they left Egypt?,"the second month, Exodus 16:1",16
FIB with one blank: The whole congregation of the children of Israel ___ against Moses and Aaron in the wilderness.,"murmured, Exodus 16:2",16
Against what two people did the whole congregation of teh Israelites murmer in the wilderness of Sin?,"Moses and Aaron, Exodus 16:2",16
With what did the children of Isarel say Moses brought them to the wilderness of Sin to kill them with?,"hunger, Exodus 16:3",16
"FIB from Exodus 16: For ye have brought us forth into this wilderness, to kill the whole assembly with ___.","hunger, Exodus 16:3",16
What did the children of Israel claim they at to the full in Egypt?,bread (Exodus 16:3),16
"When complaining of hunger, the Israelites said that they would have preferred to have died in Egypt when they sat by what?","flesh pots, Exodus 16:3",16
"The Lord said he would rain bread from heaven, what did he say the people should do at a certain rate every day?","gather, Exodus 16:4",16
What did the Lord tell Moses He would rain down from heaven for the Israelites?, Bread (Exodus 16:4),16
From where did God say he would rain bread?,"heaven, Exodus 16:4",16
On which day were the Israelites to gather twice as much bread?, On the sixth day (Exodus 16:5),16
The Lord wanted the Israelites to gather bread at a certain rate every day to prove whether they will do what?,"walk in (follow) my law, Exodus 16:4",16
"On the sixth day, what did God say the Israelites should do with the bread raining from heaven?","bring in twice as much as they gather daily, Exodus 16:5",16
At what time of day did Moses say the Lord gave the Israelites flesh to eat?,"in the evening, Exodus 16:8",16
At what time of day did Moses say the Lord gave the Israelites bread to the full?,"in the morning, Exodus 16:8",16
Who did Moses and Aaron say the people’s murmurings were against?, The Lord (Exodus 16:8),16
"Who was Aaron to say the following to: ""Come near before the Lord, for he hath heard your murmerings""","all the congregation of the children of Israel, Exodus 16:9",16
"As Aaron spake to the congregation of  the Israelites, in what did the glory of the Lord appear?","a cloud, Exodus 16:10",16
"At even, what came up and covered the camp of the Israelites?", Quails (Exodus 16:13),16
"In the morning, what lay round about the host of the Israelite camp?","dew, Exodus 16:13",16
"Bonus for 15: And it came to pass, that at even the __ came up, and covered the ___, and in the morning the ___ lay round about the host.","quails, camp, dew, Exodus 16:13",16
"Manna, a small round thing, was described as being as small as what?","the hoar frost on the ground, Exodus 16:14",16
"FIB with the same blank: there lay a ___ round thing, as ___ as the hoar frost on the ground.","small, Exodus 16:14",16
"FIB with one word: It is ___, for they wist not what it was.","manna, Exodus 16:15",16
How much manna did Moses say to gather for every man according to the numbe of persons?,"an omer, Exodus 16:16",16
Moses told every man to take manna for who?,"them which are in his tents, Exodus 16:16",16
"When they did mete the manna with an omer, what did he that gathered little not have?","lack, Exodus 16:18",16
"Be specific, when they did mete the manna with an omer, who had nothing over?","he that gathered much, Exodus 16:18",16
What were the Israelites instructed not to leave the manna until what time?,"the morning, Exodus 16:19",16
What happened to the manna of those that left it until the morning?, It bred worms and stank (Exodus 16:20),16
How did Moses feel toward those that left manna until the morning?,"he was wroth with them, Exodus 16:20",16
What happened to the manna when the sun waxed hot?,"it melted, Exodus 16:21",16
"FIB with one blank: And it came to pass, that on the sixth day they gathered twice as much bread, two ___ for one man.","omers, Exodus 16:22",16
On which day did the manna not spoil when kept until morning?," On the sixth day, (Exodus 16:24)",16
"On the Sabbath, where did Moses say the Israelites would not find manna?","in the field, Exodus 16:25",16
"What did some people do on the seventh day, even though Moses commanded them not to?", They went out to gather manna (Exodus 16:27),16
"When the people went to gether manna on the seventh day, the Lord asked Moses how long they would refuse to keep what two things?","His commandments and laws, Exodus 16:28",16
FIB with one blank: So the people ___ on the seventh day.,"rested, Exodus 16:30",16
How was the taste of manna described?, Like wafers made with honey (Exodus 16:31),16
What name did the Israelites give to the bread from heaven?, Manna (Exodus 16:31),16
Bonus for 20: Describe manna as it was described in Exodus 16:31,"it was like coriander seed, white, and the taste of it was like wafers made with honey, Exodus 16:31",16
Who carried out God’s command to preserve an omer of manna as a testimony?, Aaron (Exodus 16:33-34),16
"Who said the following and to whom: ""take a pot, and put an omer full of manna therin, and lay it up before the Lord, to be kept for your generations""","Moses to Aaron, Exodus 16:33",16
"Be specific, Moses told Aaron to take a pot and put what in it to be kept for generations?","an omer (full) of manna, Exodus 16:33",16
Aaron was told to take a pot of manna and lay it before the Lord to be kept for what?,"his generations, Exodus 16:33",16
For how many years did the Israelites eat manna?,"forty, Exodus 16:35",16
The Israelites ate manna until they came to what kind of land?,"inhabited, Exodus 16:35",16
"Until the children of Israel came unto the borders of this place, they ate manna. Name the place","the land of Canaan, Exodus 16:35",16
What is the tenth part of an ephah?,"an omer, Exodus 16:36",16
"According to Exodus, how is an omer related to an ephah?","an omer is the tenth part of an ephah, Exodus 16:36",16
An omer is the tenth part of what?,"an ephah, Exodus 16:36",16
