Question,Answer,Chapter
"Who hath declared how God at the first did visit the Gentile, to take out of them a people for his name.",Simeon 15:14,15
"For what purpose, God at the first did visit the Gentiles?",To take out of them a people for his name 15:14,15
"Simon declared how God at the first did visit the Gentiles, to take out of them a people for his name - what agreed to this?",the words of the prophets 15:15,15
"According to the words of prophets, as it is written which tabernacle would be rebuild again?",tabernacle of David 15:16,15
"After this I will ____, and will ____ again the tabernacle of David, which is _____ down; and I will build again the _____ thereof, and I will ____ it up:","return, build, fallen,ruins, set 15:16",15
The tabernacle of david and the ruins thereof will be build againso the what might seek after the Lord?,The residue of Men 15:17,15
Who will the residue of men seek after?,"The Lord, and all the Gentiles upon whom my name is called. 15:17",15
What is known unto God from the beginning of the world?,All his works 15:18,15
From when is all God's work known unto him?,From the begininng of the world. 15:18,15
"The sentence is, that we trouble not them, who was not to be troubled?",those from among the Gentiles are turned to God. 15:19,15
"The sentence said that we trouble them not but that we do what unto them that they abstain from pollutions of idols,","Write unto them, 15:20",15
The sentence is that we write unto them that they abstainfrom what?,"Pollutions of Idols, and from fornication, and from things strangled, and from blood 15:20",15
What did moses of old time had in every city?,Them that preached him 15:21,15
Where in every city did Moses of old time had them that preached him?,In the Synagogues 15:21,15
From since old times Moses has been preached and read of them every Sabbath in this place?,Synagogue 15:21,15
"Moses of old time had in every city them that preached him, being read in the synagogues, how often?",Every Sabbath 15:21,15
Who were pleased to send chosen men of their own to Antioch with Paul and Barnabas?,"Apostles and Elders, with the whole church 15:22",15
Who were the chosen men of Antioch that were selected to go with Paul and Barnabas?,Judas and Silas 15:22,15
What is the surname of Judas?,Barsabas 15:22,15
How was Silas Described?,Chief men among the brethren 15:22,15
Where is Judas and Silas from?,Antioch 15:22,15
Who sent greeting unto the brethren which are of the Gentiles in Antioch and Syria and Cilicia:,The Apostles and Elders and brethren 15:23,15
who did the Apostles and Elders and brethren send greeting to?,The Brethren which are of the Gentiles 15:23,15
In which Citys were the brethren of the Gentiles located that the Apostles and the elders and the brethren sent greeting to?,Antioch and Syria and Cilicia 15:23,15
"Forasmuch as we have heard, that certain which went out from us have done this to you with words...what did they do with words?",Troubled 15:24,15
The Holy Ghost forbid the apostles to do this in Asia,preach the word 16:6,16
Name the disciple Paul met at Lystra and Derbe,Timotheus 16:1,16
What was the nationality of Timotheus father,Greek 16:1,16
Which of Timotheus parent was a believer,his mother 16:1,16
What did Paul have to do to Timotheus because of the Jews in those quarters,circumcise him 16:3,16
Why did Paul circumcise Timotheus,because of the Jews in those quarters who knew his father was a Greek 16:3,16
What were the churches established in,the faith 16:5,16
How often did the church increase in number,daily 16:5,16
The apostles were forbidden by the Holy Ghost to speak the word in this place.,Asia 16:6,16
When the apostles had gone throughout these places the Holy Ghost forbid them to speak the word in Asia,"Phyrgia, region of Galatia 16:6",16
The Spirit suffered them not to go into this place,Bithynia 16:7,16
After they were come to Mysia they -- to go into Bithynia but the Spirit -- them not,"assayed, suffered 16:7",16
The apostles passed Mysia and came to this place,Troas 16:8,16
What did all the Jews in the place know about Timotheus father,that he was a Greek 16:3,16
What was the nationality of Timotheus mother,Jewess 16:1,16
Paul had a vision in the night in which a man from this place was asking for his help,Macedonia 16:9,16
What did the man from Macedonia say to Paul in the vision,come over in Macedonia and help us 16:9,16
How soon after Paul received the vision did he endeavor to go into Macedonia,Immediately 16:10,16
They were assured that the vision Paul had received was a call for them to go and do this in Macedonia,preach the gospel unto them 16:10,16
Therefore loosing from Troas we came with a straight -- to Samothracia .,course 16:11,16
After they left Samothracia the next day they arrived at this place,Neapolis 16:11,16
How was the city Philippi described in Acts 16:12,the chief city of that part of Macedonia and a colony 16:12,16
while staying in Philippi the apostles went out of the city on the Sabbath day to this place,by a riverside 16:13,16
Who did the apostles speak with at the riverside,the women which resorted thither 16:13,16
The apostles went to the riverside while at Philippi because it was customary for this to take place there,prayer 16:13,16
This woman was a seller of purple,Lydia 16:14,16
What city was Lydia from,Thyatira 16:14,16
Who opened Lydia's heart,the Lord 16:14,16
Lydia attended unto the things spoken by this man,Paul 16:14,16
What did Lydia constrained the apostles to do,come and abide in her house 16:15,16
Who along with Lydia was baptized,her household 16:15,16
"And she besought us saying if ye have judged me to be -- to the Lord, come into my house and -- there.","faithful, abide 16:15",16
What was the certain damsel possessed with,a spirit of divination 16:16,16
What were the apostles going to do when the damsel possessed with the spirit of divination met them,to prayer 16:16,16
The damsel brought her masters much gain by --,soothsaying 16:16,16
Who was brought much gain by the damsels soothsaying,her masters 16:16,16
What did the damsel say as she followed Paul and the apostles,These men are the servants of the most high God which show us the way of salvation 16:17,16
How long did the damsel follow the apostles,many days 16:18,16
But Paul being -- said to the spirit I -- thee in the name of Jesus Christ -- out of her.,"grieved, command, come 16:18",16
After Paul commanded the spirit how soon did it come out of the damsel,the same hour 16:18,16
When the damsel's masters saw the hope of their gain was gone they caught Paul and Silas and drew them into this place unto the rulers,the marketplace 16:19,16
And they brought them to the -- saying these men being -- do exceedingly -- our city.,"magistrates, Jews, trouble 16:20",16
Who forbid the apostles to speak the word in Asia,the Holy Ghost 16:6,16
What did the magistrates command to be done to Paul and Silas,to beat them 16:22,16
What did the damsel bring her masters by soothsaying,much gain 16:16,16
Where did they cast Paul and Silas after they had laid many stripes upon them.,into prison 16:23,16
After they cast Paul and Silas into prison what did they charge the jailer to do to them.,keep them safely 16:23,16
After receiving his charge what did the Jailer do to Paul and Silas,"thrust them into the inner prison, made their feet fast in the stocks 16:24",16
While in prison who heard Paul and Silas praying and singing praises to God,the prisoners vs25,16
While in prison what did Paul and Silas do at midnight,prayed and sang praises to God 16:25,16
During the great earthquake what happened to the prison foundation,it was shaken 16:26,16
Immediately all the door were opened and every man's -- were loosed,bands 16:26,16
Supposing this had happened the jailer drew out his sword and would have killed himself,the prisoners had fled 16:27,16
What was Lydia a seller of,purple 16:14,16
"Who to whom ""do thyself no harm, for we are all here""",Paul to the jailer 16:28,16
What did the jailer call for,a light 16:29,16
The jailer sprang in and came trembling and did this before Paul and Silas,fell down 16:29,16
What very important question did the Jailer ask Paul and Silas,"sirs, what must I do to be saved 16:30",16
what did Paul and Silas tell the jailer to do in order to be saved,Believe on the Lord Jesus Christ 16:31,16
What did the jailer do Paul and Silas stripes,washed them 16:33,16
Only the jailer was baptized,"false, he and all his 16:33",16
The jailer brought Paul and Silas to his house and set this before them,meat 16:34,16
Who along with the Jailer believed in God,all his house 16:34,16
What was the jailers emotion as he set meat before Paul and Silas,he rejoiced 16:34,16
"The have beat us openly, uncondemned being --",Romans 16:37,16
The magistrates feared when they heard Paul and Silas were --,Romans 16:38,16
"Identify the speaker, ""and now do they thrust us out privily, nay verily let them come themselves and fetch us out""",Paul 16:37,16
What did the magistrates besought Paul and Silas to do,depart out of the city 16:39,16
After they left prison to which woman's house did Paul and Silas go,Lydia 16:40,16
Where did Paul go after he departed from Athens,Corinth 18:1,18
Which husband and wife pair did Paul meet in Corinth,Aquila and Priscilla 18:2,18
Where was Aquila born,in Pontus 18:2,18
Aquila and his wife had recently come from this place,Italy 18:2,18
Why did Aquila and his wife have to leave Italy,because Claudius had commanded all the Jews to depart from Rome 18:2,18
"Paul, Aquila and Priscilla had the same occupation which was",tentmakers 18:3,18
What was the reason Paul abode with Aquila and Priscilla,because he was of the same craft 18:3,18
In Corinth Paul reasoned in the synagogue every Sabbath and persuaded the -- and the --,"Jews, Greeks 18:4",18
Paul was pressed in the spirit and testified to the Jews that Jesus was the --,Christ 18:5,18
When these Individuals arrived from Macedonia Paul was pressed in the spirit,Silas and Timotheus 18:5,18
"And when they opposed themselves and blasphemed, he shook his --",raiment 18:6,18
This man's joined hard to meaning was next to the synagogue,Justus 18:7,18
Which chief ruler of the synagogue believed with all his house,Crispus 18:8,18
"Where was Paul when the Lord in a night vision said to him, I have much people in this city","Corinth 18:9,10",18
How long did Paul stay in Corinth teaching the word of God,a year and six months 18:11,18
"The Jews made insurrection against Paul and brought him to this place, before Gallio",Judgment seat 18:12,18
Name the city where Paul was brought before the judgment seat of Gallio deputy of Achaia,Corinth 18:12,18
Who was the deputy of Achaia,Gallio 18:12,18
"Of whom was this spoken, ""this fellow persuade men to worship God contrary to the law""",Paul 18:13,18
The Jews told Gallio that Paul persuaded men to worship God contrary to the --,law 18:13,18
"Who to whom, ""this fellow persuade men to worship contrary to the law""",Jews to Gallio 18:13,18
If it were a matter of wrong or -- lewdness,wicked 18:14,18
Gallio drave the Jews from this place,the judgment seat 18:16,18
The Greeks took this man and beat him before the judgment seat,Sosthenes 18:17,18
Who was Sosthenes,the chief ruler of the synagogue 18:17,18
And -- cared for none of those things,Gallio 18:17,18
Who beat Sosthenes before the judgment seat,the Greeks 18:17,18
Name the place where Paul shorn his head,Cenchrea 18:18,18
Who accompanied Paul as he sailed into Syria,Aquila and Priscilla 18:18,18
Why did Paul Shorn his head in Cenchrea,he had a vow 18:18,18
Where did Paul leave Aquila and his wife,Ephesus 18:19,18
Paul consented not to stay at Ephesus being determined to go to Jerusalem for this purpose,to keep the feast that cometh 18:21,18
Who was Paul strengthening as he went throughout the country of Galatia and Phrygia,the disciples 18:23,18
"Referring to whom, ""this man was instructed in the way of the Lord""",Apollos 18:25,18
What nationality was Apollos,a Jew 18:24,18
Where was Apollos born,In Alexandria 18:24,18
Apollos was described as an -- man and mighty in the --,"eloquent, scriptures 18:24",18
Apollos spake and taught diligently the things of the Lord knowing only this,the baptism of John 18:25,18
How did Apollos speak in the synagogue,boldly 18:26,18
Aquila and Priscilla took Apollos and expounded this unto him,the way of God more perfectly 18:26,18
What did Apollos use to show the Jews that Jesus was the Christ,the scriptures 18:28,18
Who mightily and publicly convinced the Jews that Jesus was the Christ,Apollos 18:28,18
"Name the place where Paul met certain disciples and asked them the question, have ye received the Holy Ghost since ye believed",Ephesus 19:1,19
What was the reply to the question Paul asked the disciples at Ephesus,we have not so much as heard whether there be any Holy Ghost 19:2,19
Unto who's baptism were the disciples at Ephesus baptized,John's baptism 19:3,19
What baptism did John baptize with,baptism of repentance 19:4,19
What happened when Paul baptized and laid his hands on the disciples at Ephesus,"The Holy Ghost came upon them, they spake with tongues and prophesied 19:6",19
In who's name were the disciples of Ephesus baptized the second time,name of the Lord Jesus 19:5,19
How many disciples in Ephesus were baptized a second time by Paul,about twelve 19:7,19
"In Ephesus, he (Paul) went in the -- and spake boldly for the space of -- disputing and -- the things concerning the -- of God.","synagogue, three months, persuading, kingdom 19:8",19
Name the school mentioned in Acts 19,school of Tyrannus 19:9,19
How many months did Paul reason with them in the synagogue in Ephesus,three months 19:8,19
what were they doing daily in the school of Tyrannus,disputing 19:9,19
How long did the disputing in the school of Tyrannus take place,space of two years 19:10,19
Through the disputing that took place in the school of Tyrannus the people in this place heard the word of the Lord Jesus,Asia 19:10,19
who in Asia heard the word of the Lord Jesus,Jews and Greeks 19:10,19
These were brought from Paul's body unto the sick,handkerchiefs or aprons 19:12,19
What happened when the handkerchiefs or aprons from Paul's body were brought to the sick,"the diseases departed from them, evil spirits went out of them 19:12",19
They that tried to imitate the miracles done by Paul were referred to as -- Jews,vagabond 19:13,19
We -- you by Jesus whom Paul preacheth,adjure 19:13,19
"A group of men unsuccessfully tried to do the miracles done by Paul, give the number of them and the name of their parent",seven sons of Sceva 19:14,19
What was Sceva's nationality,a Jew 19:14,19
What was Sceva's position,chief of the priests 19:14,19
"And the evil spirits answered and said --, and -- but --","Jesus I know, Paul I know, who are ye 19:15",19
Some men attempted to do the miracles done by Paul but what did the man in whom the evil spirit was do to them,"leaped on them, overcame them, and prevailed against them 19:16",19
Certain men tried to do the miracle done by Paul but instead were attacked and fled from the house in this condition,naked and wounded 19:16,19
Who heard of what had happened to the men that attempted to do the miracle done by Paul,all the Jews and Greeks dwelling at Ephesus 19:17,19
What fell on all the Jews and Greeks dwelling at Ephesus when they heard of what happened to the men that attempted to do the miracles done by Paul,fear 19:17,19
And many that believed came and confessed and showed their --,deeds 19:18,19
Many that used this brought their books and burned them,curious art 19:19,19
What was the price of the books that were burnt,fifty thousand pieces of silver 19:19,19
Name the city where they that used curious art brought their books and burned them before all men,Ephesus 19:19,19
Where did Paul intend to go after Jerusalem,Rome 19:21,19
Name the two Paul sent into Macedonia,Timotheus and Erastus 19:22,19
How long did Paul stay in Asia,for a season 19:22,19
At the same time there arose no small stir about that --,way 19:23,19
Name the man in acts who's occupation was a silversmith,Demetrius 19:23,19
What did Demetrius make,silver shrines for Diana 19:24,19
"Identify the speaker "" sirs ye know that by this craft we have our wealth""",Demetrius 19:25,19
According Demetrius the silversmith not only in Ephesus but throughout this place Paul hath turned away much people from idols,Asia 19:26,19
Demetrius said the temple of the great goddess Diana is in danger of being --,despised 19:27,19
According to Demetrius the magnificence of the goddess Diana is in danger of being --,destroyed 19:27,19
Name the two travel companions of Paul that were caught by the angry mob,"Gaius, Aristarchus 19:29",19
After they caught Paul's travel companions the people rushed with one accord into this place,theater 19:29,19
"Name the city where this took place, some therefore cried one thing, and some another for the assembly was confused and the more part knew not wherefore they were come together.",Ephesus 19:32,19
"An uproar took place in the city of Ephesus, what were the people saying and for how long did they say it","great is Diana of the Ephesians, about the space of two hours 19:34",19
According to the town clerk it is well known that the city of the Ephesians is a worshipper of this goddess,Diana 19:35,19
According to the town clerk in addition to the city of the Ephesians being a worshipper of the goddess Diana they also worship this,image which fell down from Jupiter 19:35,19
Give the title of the individual that was able to appease the people when the uproar took place in Ephesus,townclerk 19:35,19
Seeing that these things cannot be spoken against ye ought to be -- and do nothing rashly,quiet 19:36,19
For ye have -- hither these men which are neither robbers of -- nor blasphemers of your --,"brought, churches, goddess 19:37",19
According to the town clerk if Demetrius and the craftsmen have a matter against any man the -- is open and there are deputies,"law, 19:38",19
The town clerk stated other matters will be determined in a -- assembly,lawful 19:39,19
What did the town clerk do to the assembly after he had spoken,he dismissed them 19:41,19
From Ephesus Paul departed to this place,Macedonia 20:1,20
After the uproar(in Ephesus) ceased who did Paul call and embrace before leaving for Macedonia,the disciples 20:1,20
How long did Paul abide in Greece,three months 20:3,20
who laid wait for Paul as he was about to sail to Syria,the Jews 20:3,20
Name the individuals that accompanied Paul into Asia,"Sopater, Aristarchus and Secundus, Gaius, Timotheus, Tychicus, Trophimus 20:4",20
Where was Sopater from,Berea 20:4,20
Gaius was from this place,Derbe 20:4,20
Tychicus and Trophimus were both from this place,Asia 20:4,20
How many men accompanied Paul into Asia,seven 20:4,20
How long did it take them to travel from Philippi to Troas,five days 20:6,20
After the days of -- they left Philippi,unleavened bread 20:6,20
How long did they abide in Troas,seven days 20:6,20
According to Acts 20:7 the disciples came together on this day of the week to break bread,first 20:7,20
Paul's farewell speech in Troas continued until this time,midnight 20:7,20
How many lights were in the upper chamber where they were gathered together,many 20:8,20
Where was Eutychus sitting,in the window 20:9,20
what kind of sleep did Eutychus fall into,deep sleep 20:9,20
where did Eutychus fall from,the third loft 20:9,20
As a result of this Eutychus sunk down with sleep,Paul's long preaching 20:9,20
How was Eutychus taken up,dead 20:9,20
What did Paul say as he was embracing Eutychus,"trouble not yourselves, for his life is in him 20:10",20
"After Eutychus life was restored, Paul continued speaking for a long while until",break of day 20:11,20
And they brought the young man alive and were not a little --,comforted 20:12,20
They sailed to this place intending to take Paul in,Assos 20:13,20
The disciples sailed to Assos but how did Paul get there,on foot 20:13,20
The disciples met up with Paul at Assos and from there they went to this place,Mitylene 20:14,20
Paul wanted to be in Jerusalem for this event,the day of Pentecost 20:16,20
And as we sailed thence and came the next day over against Chios and the next day we arrived at -- and tarried at Trogyllium and the next day we came to --,"Samos, Miletus 20:15",20
Paul had determined to sail by this place for he did not want to spend time in Asia,Ephesus 20:16,20
Paul was at Miletus when he sent to Ephesus to call for these leaders of the church,elders 20:17,20
Where was Paul when he sent to Ephesus and called the elders,Miletus 20:17,20
In what season was Paul with them in Ephesus,all 20:18,20
Paul told the Elders of Ephesus that many tears and temptation befell him by the laying in wait of these people,the Jews 20:19,20
Serving the Lord with all humility of -- and with many -- and temptations which befell me by the laying in wait of the --,"mind, tears, Jews 20:19",20
"Concerning the things that were profitable to them of Ephesus, what did Paul say he kept back",nothing 20:20,20
How does Paul describe how he taught them of Epesus,publicly and from house to house 20:20,20
.. but have showed you and taught you publicly from -- to --,"house, house 20:20",20
"Testifying both to the -- and also to the Greeks, -- towards God and -- towards our Lord --.","Jews, repentance, faith, Jesus Christ 20:21",20
To which place did Paul say he was going bound in the spirit,Jerusalem 20:22,20
"Paul said he was going bound to Jerusalem, how did he say was bound",in the spirit 20:22,20
Who witness to Paul that bonds and affliction abide for him in every city.,Holy Ghost 20:23,20
"Identify the speaker, ""but none of these things move me""",Paul 20:24,20
With what emotion did Paul want to finish his course,joy 20:24,20
Who did Paul receive the ministry from,Lord Jesus 20:24,20
Paul said the Holy Ghost witnesseth in every city saying -- and -- abide me,"bonds, afflictions 20:23",20
How did Paul not count his life,dear unto himself 20:24,20
Paul said he was pure from the -- of all men,blood 20:26,20
Paul said I count not my -- dear unto myself that I might finish my course with --,"life, joy 20:24",20
For I have not -- to declare unto you all the counsel of God,shunned 20:27,20
According to the words of Paul who has made the elders overseers over the flock of God,the Holy Ghost 20:28,20
Who did Paul instruct the elders of Ephesus to feed,the church of God 20:28,20
With what did God purchase the church,His own blood 20:28,20
"Paul said he knows after he departs these shall enter in among the Ephesians, not sparing the flock",grievous wolves 20:29,20
"According to the words of Paul, who shall the grievous wolves not spare",the flock 20:29,20
Also of your own selves shall men arise speaking -- things to draw away -- after them,"perverse, disciples 20:30",20
Who will the grievous wolves not spare,the flock 20:29,20
He spoke about grievous wolves not sparing the flock,Paul 20:29,20
What did Paul say he has not coveted from any man,"silver, gold, apparel 20:33",20
Paul told the elders of Ephesus he ceased not to warn them night and day with --,tears 20:31,20
By the space of how many years did Paul say he ceased not to warn them of Ephesus.,three years 20:31,20
What did Paul say ministered to his necessities and them that were with him,these hands 20:34,20
Who did Paul say ye ought to support in laboring,the weak 20:35,20
Paul said in laboring support the weak and remember these words of the Lord Jesus,It is more blessed to give than to receive 20:35,20
What did Paul do after he had spoken with the elders of Ephesus,knelt down and prayed with them 20:36,20
What did the Elders of Ephesus do after Paul prayed with them.,"wept sore, fell on his neck and kissed him 20:36",20
Unto where did the Elders of Ephesus accompany Paul,the ship 20:38,20
These words of Paul caused the most sorrowing among the elders of Ephesus,that they should see his face no more 20:38,20
What did Paul say his hands have ministered unto,his necessities 20:34,20
We came with a straight course unto Coos and the day following unto -- and from thence unto Patara,Rhodes 21:1,21
They landed at Tyre so the ship could unlade her --,burden 21:3,21
Where did the disciples at Tyre tell Paul he should not go,up to Jerusalem 21:4,21
How long did they tarry in Tyre,seven days 21:4,21
The left Cyprus on the -- hand and sailed to Syria,left 21:3,21
what group of individuals told Paul when he came to Tyre he should not go up to Jerusalem,disciples 21:4,21
Who along with the disciples came to the shore of Tyre to say goodbye to Paul and the others,"wives, children 21:5",21
How many days did they stay with the brethren at Ptolemais,one day 21:7,21
They entered into the house of Philip the --,evangelist 21:8,21
where was Philip the evangelist house located,in Caesarea 21:8,21
How many daughters did Philip have,four 21:9,21
What was notable about Philip's daughters,they were virgins and they prophesied 21:9,21
Who was Agabus,a prophet vs10,21
What did Agabus do with Paul's girdle,he bound his own hands and feet 21:11,21
Agabus prophesied through the Holy Ghost that these people would bind the man that owns the girdle,Jews at Jerusalem 21:11,21
Agabus prophesied that the Jews at Jerusalem would deliver the man that owns the girdle into the hands of the --,Gentiles 21:11,21
What clothing article of Paul did Agabus use to bind his hand and feet,Paul's girdle 21:11,21
Paul said he was not only ready to be bound at Jerusalem but to suffer this fate for the Lord Jesus,die 21:13,21
"Identify the speaker ""what mean ye to weep and break my heart""",Paul 21:13,21
Paul said he was ready to die at Jerusalem for this reason,for the name of the Lord Jesus 21:13,21
And when he would not be -- we ceased saying the -- of the Lord be done,"persuaded, will 21:14",21
And after those days we took up our -- and went to Jerusalem,carriages 21:15,21
Name the old disciple of Cyprus with whom they would lodge,Mnason 21:16,21
After he arrived in Jerusalem the day following Paul and the others went in unto this person,James 21:18,21
Particulary Paul declared to them at Jerusalem the things God had wrought among the gentiles by his --,ministry 21:19,21
Paul was told to take these many men which had a vow on them and purify himself along with them.,"four 21:23,24",21
Paul took the four men and entered this place to signify the accomplishment of the days of purification,temple 21:26,21
The Jews from this place stirred up the people and accused Paul of taking Greeks into the temple,Jews from Asia 21:27,21
"Identify the speakers ""Men of Israel, help""","the Jews from Asia 21:27,28",21
The Jews from Asia supposed that Paul had brought this man into the temple,Trophimus the Ephesian 21:29,21
Tidings came unto the chief captain of the band that all Jerusalem was in this state,an uproar 21:31,21
They left off beating Paul when they saw the -- and the --,"chief captain, soldiers 21:32",21
When he heard Jerusalem was in an uproar the chief captain took these persons and ran down unto them,soldiers and centurions 21:32,21
What did the chief captain command Paul be bound with,two chains 21:33,21
What did the chief captain demand to know about Paul,"who he was, and what he had done 21:33",21
When the chief captain could not discern what the people were saying concerning Paul he commanded Paul be carried into this place,the castle 21:34,21
Why was Paul borne of the soldiers,for the violence of the people 21:35,21
"As the soldiers were carrying Paul away the multitude of the people followed after him crying,",away with him 21:36,21
The chief captain asked Paul if he could speak this language,Greek 21:37,21
The chief captain thought Paul was an Egyptian who had led away this many into the wilderness that were murderers,four thousand 21:38,21
But -- said I am a man which am a Jew of -- a city in Cilicia a citizen of no -- city.,"Paul, Tarsus, mean 21:39",21
While on the stairs in what tongue did Paul speak to the people,"Hebrew, 21:40",21
While on the stairs Paul beseech the chief captain saying suffer me to,speak unto the people 21:40,21
With what did Paul beckoned unto the people,with his hand 21:40,21
And when he had given him -- Paul stood on the stairs and beckoned with his hand unto the people.,license 21:40,21
What word describes the silence after Paul beckoned to the people with his hand,great 21:40,21
What did the people do when they heard Paul speak in the Hebrew tongue unto them,they kept the more silent 22:2,22
Men -- and fathers hear ye my -- which I make now unto you.,"brethren, defense 22:1",22
"Paul was born in Tarsus, which is a city in --",Cilicia 22:3,22
At who's feet was Paul brought up,Gamaliel 22:3,22
Paul said he was taught according to the perfect manner of the --of the fathers,law 22:3,22
"Paul said as he journeyed to Damascus a bright line shone from heaven, what time did this happen",about noon 22:6,22
And they give him audience unto this --,word 22:22,22
The chief captain commanded that Paul be examined by this method,scourging 22:24,22
Is it lawful for you to scourge a man that is -- and --,"Roman, uncondemned 22:25",22
"To whom did Paul ask this question, Is it lawful for you to scourge a man",centurion 22:25,22
The chief captain commanded that Paul be -- by scourging,examined 22:24,22
Before they attempted to scourge Paul they bound him with these,thongs 22:25,22
"Who to whom ""take heed what thou doest for this man is Roman""",centurion to the chief captain 22:26,22
"How did Paul answer this question, tell me art thou a Roman?",yea 22:27,22
How did the chief captain obtain his freedom,with a great sum 22:28,22
"With a great sum obtained I this freedom, and Paul said but I was",free born 22:28,22
The chief captain was afraid after he had found out Paul was a Roman and because he had -- him,bound 22:29,22
"That he may know the certainty of why Paul was accused of the Jews the chief captain commanded that these people appear, and he brought Paul before them",chief priest and all their council 22:30,22
"I have lived in all good -- before God, until this day",conscience 23:1,23
He commanded them that stood by Paul to smite him on the mouth,Ananias the high priest 23:2,23
"God shall smite thee thou whited --, for thou sit to -- me after the law and -- me to be smitten -- to the law.","wall, judge, command, contrary 23:3",23
"who to whom ""God shall smite thee thou whited wall""",Paul to Ananais 23:3,23
Where did the high priest command Paul should be smitten,on the mouth 23:2,23
Who did the high priest command to smite Paul on the mouth,them that stood by him 23:2,23
-- thou God's high priest?,revilest 23:4,23
Paul said I wist (knew) not brethren that he was the high priest for it is written,thou shall not speak evil of the ruler of thy people 23:5,23
Paul perceived the one part were -- and the other --,"Saducees, Pharisees 23:6",23
"Who said, I am a Pharisee the son of a Pharisee",Paul 23:6,23
"And when he had so said, there arose a -- between the Pharisees and the Sadducees and the multitude was divided.",dissension 23:7,23
For the Saducees say there is no --neither -- nor -- but the -- confess both.,"resurrection, angel, spirit, Pharisees 23:8",23
The Lord told Paul as thou testified of me in Jerusalem so must thou bear witness also of me in --,Rome 23:11,23
Certain Jews banded themselves under a curse saying they will not do these until they had killed Paul,"eat, drink 23:12",23
How many Jews bounded themselves under a curse conspiring to kill Paul,more than forty 23:13,23
and there were more than forty that made this --,conspiracy 23:13,23
what did the Jews that conspired to kill Paul bound themselves under,curse 23:12,23
He heard of the lying in wait of the Jews and came and told Paul,Paul's sister son 23:16,23
How did the chief captain question Paul''s sister son,privately 23:19,23
After hearing of the plan to kill Paul how many centurions did the chief captain call,two 23:23,23
The chief captain ordered this many soldiers to take Paul to Caesarea,two hundred 23:23,23
How many horesemen went with Paul to Caesarea,threescore and ten (70) 23:23,23
How many spearmen went with Paul to Caesarea,two hundred 23:23,23
At what hour of the night was Paul taken to Caesarea,third 23:23,23
What was provided for Paul to sit on as he was taken to Caesarea,beasts 23:24,23
The chief captain sent Paul to this person in caesarea,Felix the governor 23:24,23
What was the name of the chief captain that sent Paul to Felix,Claudius Lysias 23:26,23
Claudius Lysias started his letter to Felix with these words,Claudius Lysias unto the most excellent governor Felix sendeth greeting 23:26,23
The soldiers brought Paul to this place by night,Antipatris 23:31,23
Who went with Paul to Felix the soldiers or horsemen,horsemen 23:32,23
Along with Paul what other item did the horsemen deliver to Felix,epistle 23:33,23
It was told Felix Paul was from this province,Cilicia 23:34,23
Felix told Paul he will hear him when these people come,his accusers 23:35,23
Felix commanded Paul should be kept in this place until his accusers come,Heord's judgment hall 23:35,23
This man was taken of the -- and should have been -- then came I with an army and --him having understood that he was a --,"Jews, killed, rescued, Roman 23:27",23
What was the name of the orator that came with Ananias and the elders,Tertullus 24:1,24
Who informed the governor against Paul,Tertullus 24:1,24
"Identify the speaker ""Notwithstanding that I be not further tedious unto thee, I pray thee that thou would hear us of thy clemency a few words""",Tertullus 24:4,24
Paul was accused of being a ringleader of this sect,the Nazarenes 24:5,24
We have found this man a pestilent -- and a mover of sedition among all the -- throughout the world,"fellow, Jews 24:5",24
According to Tertullus the orator the chief captain Lysias came and took Paul away out of their hands with great --,violence 24:7,24
Paul told Felix it had been this many days since he went up to Jerusalem to worship,twelve 24:11,24
Paul told Felix he was not found in any of these places disputing with any man neither raising up the people,"temple, synagogues, city 24:12",24
"But this I confess to thee, that after the way which they call -- so worship I the God of my fathers.",heresy 24:14,24
Paul told Felix there shall be a resurrection of the dead both of the -- and --,"Just, unjust 24:15",24
Paul said he exercised himself to always have a -- that is void of offence toward God and toward man.,conscience 24:16,24
"Fill in the blank spoken by Paul, Now after many -- I came to bring alms to my -- and offerings.","years, nation 24:17",24
Felix told the centurion that Paul should have liberty and that he should forbid non of his -- to minister or come unto him.,acquaintance 24:23,24
What was the name of Felix's wife,"Drusilla, 24:24",24
What nationality was Drusilla,a Jewess 24:24,24
"Paul reasoned to Felix of --, -- and -- to come","righteousness, temperance, judgment 24:25",24
What was Felix's physical reaction as Paul reasoned with him,he trembled 24:25,24
"Identify the speaker, ""go thy way for this time, when I have a convenient season, I will call for thee""",Felix 24:25,24
Felix hoped Paul would have given him this in order to loose him.,money 24:26,24
"Hoping that Paul would give him money to loose him, Felix sent for him the oftener and -- with him",communed 24:26,24
He came into Felix 's room or took over from Felix,Porcius Festus 24:27,24
After how many years did Porcius Festus come into Felix's room or took over from Felix,two 24:27,24
"Willing to show the Jews a pleasure, Felix left Paul --",bound 24:27,24
After three days Festus ascended from Caesarea to --,Jerusalem 25:1,25
Who informed Festus against Paul,high priest and chief of the Jews 25:2,25
They wanted Festus to bring Paul to this place so they could lie in wait for him and kill him,Jerusalem 25:3,25
How many days did Festus tarry in Jerusalem before he went down to Caesarea,more than ten 25:6,25
The Jews which came down from Jerusalem laid many and -- complaints against Paul which they could not prove.,grievous 25:7,25
Neither against the law of the -- neither against the -- neither against -- have I offended anything at all.,"Jews, temple, Jews 25:8",25
